format.filename,format.nb_streams,format.nb_programs,format.format_name,format.format_long_name,format.start_time,format.duration,format.size,format.bit_rate,format.probe_score,format.tags.creation_time,format.tags.premiere_version,format.tags.major_brand,format.tags.minor_version,format.tags.compatible_brands,format.tags.encoder,stream.index,stream.codec_name,stream.codec_long_name,stream.profile,stream.codec_type,stream.codec_tag_string,stream.codec_tag,stream.width,stream.height,stream.coded_width,stream.coded_height,stream.closed_captions,stream.film_grain,stream.has_b_frames,stream.sample_aspect_ratio,stream.display_aspect_ratio,stream.pix_fmt,stream.level,stream.color_range,stream.color_space,stream.chroma_location,stream.field_order,stream.refs,stream.id,stream.r_frame_rate,stream.avg_frame_rate,stream.time_base,stream.start_pts,stream.start_time,stream.duration_ts,stream.duration,stream.bit_rate,stream.bits_per_raw_sample,stream.nb_frames,stream.disposition.default,stream.disposition.dub,stream.disposition.original,stream.disposition.comment,stream.disposition.lyrics,stream.disposition.karaoke,stream.disposition.forced,stream.disposition.hearing_impaired,stream.disposition.visual_impaired,stream.disposition.clean_effects,stream.disposition.attached_pic,stream.disposition.timed_thumbnails,stream.disposition.captions,stream.disposition.descriptions,stream.disposition.metadata,stream.disposition.dependent,stream.disposition.still_image,stream.tags.creation_time,stream.tags.language,stream.tags.handler_name,stream.tags.vendor_id,stream.tags.encoder
SZTE/video/SZTEA101a.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,2231.56,59003997,211525,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,28563968,2231.560000,209122,8,55789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEA204a.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,5532.52,21925493,31704,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,70816256,5532.520000,29305,8,138313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEN201c.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,1800.0,4861921,21608,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,23040000,1800.000000,19207,8,45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEN201a.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,900.0,2083925,18523,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,11520000,900.000000,16118,8,22500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEA101b.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,2986.24,40784314,109259,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,38223872,2986.240000,106858,8,74656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEN103b.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,1800.0,11395425,50646,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,23040000,1800.000000,48244,8,45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEA203a.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,2830.6,8952093,25300,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,36231680,2830.600000,22901,8,70765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEN103a.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,2400.0,67235682,224118,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,30720000,2400.000000,221715,8,60000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEN102d.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,900.0,32294283,287060,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,11520000,900.000000,284938,8,22500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEA202b.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,2738.24,7013119,20489,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,35049472,2738.240000,18089,8,68456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEN102a.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,2700.0,21453929,63567,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,34560000,2700.000000,61171,8,67500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEN102c.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,1800.0,26996488,119984,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,23040000,1800.000000,117581,8,45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEA202a.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,2197.48,6389927,23262,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,28127744,2197.480000,20862,8,54937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTE/video/SZTEN102b.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,1800.0,13195088,58644,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,23040000,1800.000000,56243,8,45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTR/video/SZTRA101a23.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,189.32,5519242,233223,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,2423296,189.320000,230785,8,4733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTR/video/SZTRA203b17.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,44.32,254093,45865,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,567296,44.320000,43305,8,1108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTR/video/SZTRA202a09.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,152.36,534429,28061,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,1950208,152.360000,25616,8,3809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTR/video/SZTRA203b03.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,242.92,913449,30082,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,3109376,242.920000,27658,8,6073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTR/video/SZTRA104a13.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,157.04,4308201,219470,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,2010112,157.040000,217024,8,3926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTR/video/SZTRA102b04.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,145.92,1116566,61215,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,1867776,145.920000,58767,8,3648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
SZTR/video/SZTRA102b10.mov,1,0,"mov,mp4,m4a,3gp,3g2,mj2",QuickTime / MOV,0.0,215.04,1632371,60728,100,,,qt  ,512,qt  ,Lavf59.27.100,0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High 4:2:2,video,avc1,0x31637661,280,224,280,224,0,0,2,15:16,75:64,yuvj422p,13,pc,bt470bg,left,progressive,1,0x1,25/1,25/1,1/12800,0,0.000000,2752512,215.040000,58296,8,5376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,eng,Apple Video Media Handler,FFMP,Lavc59.37.100 libx264
